"","year","focal","complexity.plant","parameter","mean.estimate","var.estimate","median.estimate","complexity.animal","abund.sp.mean","abund.sp.median","abund.sp.max","abund.sp.min","mean.adjusted","median.adjusted","var.adjuster","focal.name"
"1","2019","CETE","Funct.Group","Intraspecific",-0.0144274071081006,0.00996805917546601,-0.0147577814703112,"group",0.512254901960784,0.5,1.33333333333333,0,-0.00739051001370838,-0.00755974590023294,0.00510618717566763,"Centaurium  
tenuiflorum"
"2","2019","CETE","Funct.Group","Plant - plant",-0.00942624458937837,0.00301676522316756,-0.0100685900839292,"group",1.69362745098039,1.25,5,0,-0.0159645465962266,-0.0170524405588115,0.00510927639511956,"Centaurium  
tenuiflorum"
"3","2019","CETE","Funct.Group","Plant - herbivore",0.0449366785700438,0.00355071587038839,0.0441295391294306,"group",0.825674019607843,0.260416666666667,5,0,0.0371030480227537,0.0364366139564385,0.00293173384518894,"Centaurium  
tenuiflorum"
"4","2019","CETE","Funct.Group","Plant - pollinator",-0.00141468552203702,0.00961700072943313,-0.00351558047307027,"group",0,0,0,0,0,0,0,"Centaurium  
tenuiflorum"
"5","2019","CETE","Family","Intraspecific",-0.0150108891898623,0.00928275861706321,-0.0141650294164822,"family",0.286764705882353,0.166666666666667,1.16666666666667,0,-0.00430459322356345,-0.00406203049443239,0.00266196754459901,"Centaurium  
tenuiflorum"
"6","2019","CETE","Family","Plant - plant",-0.00788490104231306,0.00314873848080112,-0.00795660392915554,"family",1.69362745098039,1.25,5,0,-0.0133540848535253,-0.0134755228309963,0.00533278992704308,"Centaurium  
tenuiflorum"
"7","2019","CETE","Family","Plant - herbivore",0.0459668529651881,0.00336602826993774,0.0453568405520427,"family",0.825674019607843,0.260416666666667,5,0,0.0379536362564896,0.0374499648553171,0.00277924209175313,"Centaurium  
tenuiflorum"
"8","2019","CETE","Family","Plant - pollinator",0.000729159473853197,0.0107822686400875,-0.00107593760046648,"family",0,0,0,0,0,0,0,"Centaurium  
tenuiflorum"
"9","2019","CETE","Species","Intraspecific",-0.0148214790433514,0.00941375436313966,-0.0144680484332157,"species",0.122549019607843,0,0.833333333333333,0,-0.00181635772590091,-0.00177304515112937,0.00115364636803182,"Centaurium  
tenuiflorum"
"10","2019","CETE","Species","Plant - plant",-0.00896581049830884,0.00318326626408054,-0.0097317120971987,"species",1.69362745098039,1.25,5,0,-0.015184742780224,-0.0164818947528537,0.0053912671286266,"Centaurium  
tenuiflorum"
"11","2019","CETE","Species","Plant - herbivore",0.0458664670787914,0.00355432593579997,0.0433977817168751,"species",0.825674019607843,0.260416666666667,5,0,0.0378707502381565,0.035832420872236,0.00293471458240837,"Centaurium  
tenuiflorum"
"12","2019","CETE","Species","Plant - pollinator",-0.00141811726882147,0.0106933726065225,-0.0021553660374483,"species",0,0,0,0,0,0,0,"Centaurium  
tenuiflorum"
"13","2020","CETE","Funct.Group","Intraspecific",0.0315106724951613,0.00390571252622319,0.0304114284194542,"group",1.26737967914438,1,4,0,0.0399359859965413,0.0385428263925704,0.00495002068831496,"Centaurium  
tenuiflorum"
"14","2020","CETE","Funct.Group","Plant - plant",-0.0146079645354939,0.00162912424011359,-0.0164147442528203,"group",2.02139037433155,2,5,0,-0.029528398900624,-0.0331806060297651,0.00329309605755581,"Centaurium  
tenuiflorum"
"15","2020","CETE","Funct.Group","Plant - herbivore",-0.0320428290257977,0.00592321469644378,-0.0347606907403337,"group",0.106951871657754,0,5,0,-0.00342704053751848,-0.00371772093479504,0.000633498898015377,"Centaurium  
tenuiflorum"
"16","2020","CETE","Funct.Group","Plant - pollinator",0.0570539682551657,0.00265276653920655,0.0566273444128945,"group",0.280748663101604,0,5,0,0.0160178253122792,0.0158980512389142,0.000744760659402908,"Centaurium  
tenuiflorum"
"17","2020","CETE","Family","Intraspecific",0.0293998451709827,0.00398796552986886,0.0295980289116159,"family",0.152406417112299,0,2,0,0.00448072506616581,0.00451092954000563,0.000607791537974666,"Centaurium  
tenuiflorum"
"18","2020","CETE","Family","Plant - plant",-0.0152049014174307,0.00157210607035797,-0.0171572249628636,"family",2.02139037433155,2,5,0,-0.0307350413678545,-0.0346814493901735,0.00317784007804979,"Centaurium  
tenuiflorum"
"19","2020","CETE","Family","Plant - herbivore",-0.0298179974134208,0.00610319826861714,-0.029454107142118,"family",0.106951871657754,0,5,0,-0.00318909063245143,-0.00315017188685754,0.000652748477926966,"Centaurium  
tenuiflorum"
"20","2020","CETE","Family","Plant - pollinator",0.06523043590483,0.0027157844775502,0.0644761197004587,"family",0.254010695187166,0,5,0,0.0165692283715477,0.0163776239880844,0.000689838303121041,"Centaurium  
tenuiflorum"
"21","2020","CETE","Species","Intraspecific",0.0322173869733935,0.00393353740893264,0.0308575518395606,"species",0.00267379679144385,0,0.5,0,8.61427459181645e-05,8.25068231004294e-05,1.05174797030284e-05,"Centaurium  
tenuiflorum"
"22","2020","CETE","Species","Plant - plant",-0.0147353400335296,0.00158203737255351,-0.0164251432224483,"species",2.02139037433155,2,5,0,-0.0297858745062791,-0.0332016264068741,0.00319791511671244,"Centaurium  
tenuiflorum"
"23","2020","CETE","Species","Plant - herbivore",-0.0170286309473916,0.00394810064688333,-0.018503115833646,"species",0.160427807486631,0,5,0,-0.00273186592738902,-0.00296841430486299,0.000633385130516042,"Centaurium  
tenuiflorum"
"24","2020","CETE","Species","Plant - pollinator",0.0652630145868626,0.0028970322100221,0.0635455117833176,"species",0.254010695187166,0,5,0,0.0165775037052191,0.0161412396241047,0.000735877165647326,"Centaurium  
tenuiflorum"
"25","2021","CETE","Funct.Group","Intraspecific",0.0104619064800652,0.00806085180659726,0.0104151142224676,"group",0.590437788018433,0.535714285714286,5,0,0.00617710492054542,0.00614947700347306,0.00475943151023168,"Centaurium  
tenuiflorum"
"26","2021","CETE","Funct.Group","Plant - plant",-0.0149959325151602,0.00470128676741563,-0.0161023384788573,"group",0.856374807987711,0.714285714285714,5,0,-0.012842138828267,-0.0137896370229846,0.00402606355274072,"Centaurium  
tenuiflorum"
"27","2021","CETE","Funct.Group","Plant - herbivore",-0.0129970976617923,0.00650782571916024,-0.0143572827856097,"group",0.122461170848268,0,5,0,-0.00159163979729237,-0.00175820966012544,0.000796955957244832,"Centaurium  
tenuiflorum"
"28","2021","CETE","Funct.Group","Plant - pollinator",-0.0685136428296621,0.00933343530320424,-0.0686326727850898,"group",0.0470430107526882,0,5,0,-0.00322308803634163,-0.00322868756381471,0.000439072897328156,"Centaurium  
tenuiflorum"
"29","2021","CETE","Family","Intraspecific",0.010907673258124,0.00780169540788123,0.0107266390936024,"family",0.192307692307692,0,5,0,0.00209762947271615,0.00206281521030815,0.00150032603997716,"Centaurium  
tenuiflorum"
"30","2021","CETE","Family","Plant - plant",-0.0142654572975517,0.00419316576338374,-0.0147191329722021,"family",0.922249793217535,0.769230769230769,5,0,-0.0131563150428206,-0.0135747173399548,0.0038671462582075,"Centaurium  
tenuiflorum"
"31","2021","CETE","Family","Plant - herbivore",-0.0148918399313421,0.00672121872848513,-0.0171004985611959,"family",0.122461170848268,0,5,0,-0.00182367215407714,-0.00209414707589317,0.000823088315017593,"Centaurium  
tenuiflorum"
"32","2021","CETE","Family","Plant - pollinator",-0.0685970385180599,0.00965440728790243,-0.0692893460638012,"family",0.0470430107526882,0,5,0,-0.00322701122060766,-0.00325957945192613,0.000454172385855625,"Centaurium  
tenuiflorum"
"33","2021","CETE","Species","Intraspecific",0.00866940985050685,0.00727574371140946,0.00676880628310739,"species",0.00827129859387924,0,1.34615384615385,0,7.17072775062602e-05,5.59868178917071e-05,6.01798487296068e-05,"Centaurium  
tenuiflorum"
"34","2021","CETE","Species","Plant - plant",-0.0149037402974251,0.00442192375965292,-0.0154604962579857,"species",0.922249793217535,0.769230769230769,5,0,-0.0137449714074681,-0.0142584394769678,0.00407811827296361,"Centaurium  
tenuiflorum"
"35","2021","CETE","Species","Plant - herbivore",-0.0145728974218878,0.00635295982983451,-0.0156471484511262,"species",0.122461170848268,0,5,0,-0.00178461408093608,-0.00191616811976158,0.000777990899113545,"Centaurium  
tenuiflorum"
"36","2021","CETE","Species","Plant - pollinator",-0.0682678562089733,0.00946855824693089,-0.0700915792706625,"species",0.0470430107526882,0,5,0,-0.0032115254937017,-0.00329731891730267,0.000445429487422824,"Centaurium  
tenuiflorum"
"37","2019","LEMA","Funct.Group","Intraspecific",0.00493374405912566,0.0100722280709455,0.00281695458507925,"group",0.194540229885057,0.0833333333333333,1.25,0,0.000959811703456343,0.000548010992557084,0.00195945356437646,"Leontodon 
maroccanus"
"38","2019","LEMA","Funct.Group","Plant - plant",-0.176326503989906,0.00519842563213173,-0.176978325524185,"group",1.82298850574713,1.66666666666667,5,0,-0.321441190032173,-0.322629453196963,0.00947667017535739,"Leontodon 
maroccanus"
"39","2019","LEMA","Funct.Group","Plant - herbivore",-0.0833464769368201,0.00366897647549728,-0.0848066528409673,"group",0.681034482758621,0.277777777777778,5,0,-0.0567618248104206,-0.057756254952038,0.00249869949624384,"Leontodon 
maroccanus"
"40","2019","LEMA","Funct.Group","Plant - pollinator",0.0362657470013252,0.00328656525528044,0.034611584742777,"group",0.629310344827586,0,5,0,0.022822409750834,0.0217814283295062,0.0020682695140989,"Leontodon 
maroccanus"
"41","2019","LEMA","Family","Intraspecific",0.0034789110608851,0.00970474413172403,0.00122448992096069,"family",0.0218390804597701,0,0.666666666666667,0,7.59762185710539e-05,2.67417339060381e-05,0.000211942687934203,"Leontodon 
maroccanus"
"42","2019","LEMA","Family","Plant - plant",-0.180173031850017,0.00526281585255243,-0.180065210030889,"family",1.82298850574713,1.66666666666667,5,0,-0.328453366108192,-0.328256808171254,0.00959405280706685,"Leontodon 
maroccanus"
"43","2019","LEMA","Family","Plant - herbivore",-0.0942716845878334,0.00423306024870087,-0.0949734830507004,"family",0.396551724137931,0,5,0,-0.0373835990606925,-0.0376618984511398,0.00167862734000207,"Leontodon 
maroccanus"
"44","2019","LEMA","Family","Plant - pollinator",0.0377934554583878,0.00317437022285109,0.0361219778633086,"family",0.612068965517241,0,5,0,0.0231322011857374,0.022109141623232,0.0019429334984692,"Leontodon 
maroccanus"
"45","2019","LEMA","Species","Intraspecific",-0.000425801945968512,0.0103163538858142,0.000703795087717674,"species",0.0137931034482759,0,0.333333333333333,0,-5.87313028922085e-06,9.70751845127826e-06,0.000142294536356058,"Leontodon 
maroccanus"
"46","2019","LEMA","Species","Plant - plant",-0.325346928067724,0.00247918815680278,-0.326692203294387,"species",1.82298850574713,1.66666666666667,5,0,-0.593103710247599,-0.595556131522871,0.00451953151343588,"Leontodon 
maroccanus"
"47","2019","LEMA","Species","Plant - herbivore",-0.0830969135290952,0.0041330930800268,-0.0833928843386451,"species",0.437931034482759,0,5,0,-0.036390717304121,-0.0365203321069239,0.00181000972814967,"Leontodon 
maroccanus"
"48","2019","LEMA","Species","Plant - pollinator",0.00530177453311291,0.0016244572346912,0.0050572141586305,"species",1.2801724137931,0.625,5,0,0.00678718550144196,0.00647410605652266,0.00207958533923831,"Leontodon 
maroccanus"
"49","2020","LEMA","Funct.Group","Intraspecific",0.0056192328494725,0.00746802980292108,0.00513289757897262,"group",0.625925925925926,0.25,3.5,0,0.00351722352429946,0.00321281366980138,0.00467443346923578,"Leontodon 
maroccanus"
"50","2020","LEMA","Funct.Group","Plant - plant",-0.111120874311744,0.00338606251180288,-0.110708428571472,"group",1.30277777777778,1,5,0,-0.144765805700578,-0.144228480555612,0.00441128699454319,"Leontodon 
maroccanus"
"51","2020","LEMA","Funct.Group","Plant - herbivore",0.316516087591344,0.00451777468616067,0.315923096003765,"group",0.970899470899471,0.714285714285714,5,0,0.307305301973606,0.306729566754978,0.00438630505243642,"Leontodon 
maroccanus"
"52","2020","LEMA","Funct.Group","Plant - pollinator",0.111212400913927,0.0034372877170346,0.110437400003997,"group",0.44949494949495,0,5,0,0.0499894125320177,0.0496410535371502,0.00154504346876808,"Leontodon 
maroccanus"
"53","2020","LEMA","Family","Intraspecific",0.000335120101293086,0.0077975256158807,0.00117424374496544,"family",0.174074074074074,0,3.5,0,5.83357213362039e-05,0.000204405392642133,0.00135734705165331,"Leontodon 
maroccanus"
"54","2020","LEMA","Family","Plant - plant",-0.12564711654829,0.00368703344613794,-0.125261920664662,"family",1.30277777777778,1,5,0,-0.163690271280967,-0.163188446643685,0.00480338523955193,"Leontodon 
maroccanus"
"55","2020","LEMA","Family","Plant - herbivore",0.302272094584923,0.00444605033866834,0.303363760490367,"family",0.889660493827161,0.416666666666667,5,0,0.268919540938593,0.269890752967124,0.00395547533988009,"Leontodon 
maroccanus"
"56","2020","LEMA","Family","Plant - pollinator",0.0655628022462023,0.00389353144411107,0.0652431375113534,"family",0.44949494949495,0,5,0,0.0294701484844041,0.0293264608005578,0.0017501227198277,"Leontodon 
maroccanus"
"57","2020","LEMA","Species","Intraspecific",-0.00141325903234174,0.00773569660743396,0.000394029732795342,"species",0.00277777777777778,0,0.25,0,-3.92571953428262e-06,1.09452703554262e-06,2.1488046131761e-05,"Leontodon 
maroccanus"
"58","2020","LEMA","Species","Plant - plant",-0.154202630050401,0.00355398406116878,-0.154066285708416,"species",1.30277777777778,1,5,0,-0.20089175970455,-0.200714133325686,0.0046300514574671,"Leontodon 
maroccanus"
"59","2020","LEMA","Species","Plant - herbivore",0.355926699544433,0.00336777846184198,0.355549666902173,"species",0.905092592592593,0.520833333333333,5,0,0.322146619263595,0.321805369811921,0.00304815133930605,"Leontodon 
maroccanus"
"60","2020","LEMA","Species","Plant - pollinator",0.0949795084229002,0.00289491407738637,0.0935535492810421,"species",0.85016835016835,0.454545454545455,5,0,0.080748571975698,0.079536266644657,0.0024611643250507,"Leontodon 
maroccanus"
"61","2021","LEMA","Funct.Group","Intraspecific",-0.201971335045328,0.00798242019128553,-0.202268354587736,"group",0.489583333333333,0.166666666666667,5,0,-0.0988817994492749,-0.0990272152669124,0.00390805988531687,"Leontodon 
maroccanus"
"62","2021","LEMA","Funct.Group","Plant - plant",-0.245627907129076,0.00262613030978758,-0.246413182759215,"group",0.974537037037037,0.833333333333333,5,0,-0.239373492827178,-0.240138773013031,0.00255926125097354,"Leontodon 
maroccanus"
"63","2021","LEMA","Funct.Group","Plant - herbivore",0.0304968791977179,0.0028195415123398,0.0303280706808663,"group",0.650531045751634,0.411764705882353,5,0,0.0198391667166527,0.0197293515356534,0.00183419928856255,"Leontodon 
maroccanus"
"64","2021","LEMA","Funct.Group","Plant - pollinator",0.180821777222513,0.00339147345599523,0.181942228131477,"group",0.470328282828283,0.227272727272727,5,0,0.0850455959790227,0.0855725757310293,0.00159510588681594,"Leontodon 
maroccanus"
"65","2021","LEMA","Family","Intraspecific",-0.185647592727497,0.00845170276530564,-0.185584809834124,"family",0.0729166666666667,0,5,0,-0.01353680363638,-0.0135322257170715,0.000616269993303536,"Leontodon 
maroccanus"
"66","2021","LEMA","Family","Plant - plant",-0.23203993877347,0.00235036021546588,-0.232542893978359,"family",0.974537037037037,0.833333333333333,5,0,-0.226131514406553,-0.226621662881688,0.00229051308034985,"Leontodon 
maroccanus"
"67","2021","LEMA","Family","Plant - herbivore",0.0484659004562572,0.00276966034693307,0.0481977452307369,"family",0.670308265582656,0.426829268292683,5,0,0.0324870936747354,0.0323073470106099,0.00185652622340576,"Leontodon 
maroccanus"
"68","2021","LEMA","Family","Plant - pollinator",0.0617423029698875,0.00252767656003456,0.0601935993555316,"family",0.574652777777778,0,5,0,0.035480385908043,0.0345904190740989,0.00145253635654764,"Leontodon 
maroccanus"
"69","2021","LEMA","Species","Intraspecific",-0.202729002150764,0.00817876325036924,-0.20284574412883,"species",0.00462962962962963,0,0.333333333333333,0,-0.000938560195142424,-0.000939100667263102,3.78646446776354e-05,"Leontodon 
maroccanus"
"70","2021","LEMA","Species","Plant - plant",-0.251608659712075,0.00249511428644401,-0.251678370395685,"species",0.974537037037037,0.833333333333333,5,0,-0.245201957728665,-0.245269893371721,0.00243158128377993,"Leontodon 
maroccanus"
